task,caseid,user,Activity_1,Resource_1,creator,variant,variant_index,end_timestamp,start_timestamp
Create Purchase Requisition,486,Tesca Lobes,Create Purchase Requisition,Tesca Lobes,Fluxicon Disco,Variant 5,5,2011-03-11T09:50:00.000,2011-03-11T09:14:00.000
Create Request for Quotation,486,Penn Osterwalder,Create Request for Quotation,Penn Osterwalder,Fluxicon Disco,Variant 5,5,2011-03-11T11:57:00.000,2011-03-11T11:47:00.000
Analyze Request for Quotation,486,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 5,5,2011-03-13T09:47:00.000,2011-03-13T09:17:00.000
Create Purchase Requisition,487,Esmana Liubiata,Create Purchase Requisition,Esmana Liubiata,Fluxicon Disco,Variant 2,2,2011-03-11T12:10:00.000,2011-03-11T11:38:00.000
Create Request for Quotation,487,Clement Duchot,Create Request for Quotation,Clement Duchot,Fluxicon Disco,Variant 2,2,2011-03-11T17:49:00.000,2011-03-11T17:40:00.000
Analyze Request for Quotation,487,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 2,2,2011-03-12T12:03:00.000,2011-03-12T11:41:00.000
Send Request for Quotation to Supplier,487,Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,Fluxicon Disco,Variant 2,2,2011-03-12T21:21:00.000,2011-03-12T20:57:00.000
Create Quotation comparison Map,487,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Fluxicon Disco,Variant 2,2,2011-03-13T06:44:00.000,2011-03-13T01:52:00.000
Analyze Quotation Comparison Map,487,Miu Hanwan,Analyze Quotation Comparison Map,Miu Hanwan,Fluxicon Disco,Variant 2,2,2011-03-13T14:04:00.000,2011-03-13T13:40:00.000
Choose best option,487,Tesca Lobes,Choose best option,Tesca Lobes,Fluxicon Disco,Variant 2,2,2011-03-13T14:04:00.000,2011-03-13T14:04:00.000
Settle Conditions With Supplier,487,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Fluxicon Disco,Variant 2,2,2011-03-14T02:25:00.000,2011-03-13T17:06:00.000
Create Purchase Order,487,Francois de Perrier,Create Purchase Order,Francois de Perrier,Fluxicon Disco,Variant 2,2,2011-03-14T03:39:00.000,2011-03-14T03:29:00.000
Confirm Purchase Order,487,Carmen Finacse,Confirm Purchase Order,Carmen Finacse,Fluxicon Disco,Variant 2,2,2011-03-14T20:09:00.000,2011-03-14T19:45:00.000
Deliver Goods Services,487,Sean Manney,Deliver Goods Services,Sean Manney,Fluxicon Disco,Variant 2,2,2011-03-16T16:49:00.000,2011-03-15T13:41:00.000
Release Purchase Order,487,Christian Francois,Release Purchase Order,Christian Francois,Fluxicon Disco,Variant 2,2,2011-03-17T01:12:00.000,2011-03-17T01:11:00.000
Approve Purchase Order for payment,487,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Fluxicon Disco,Variant 2,2,2011-03-17T09:04:00.000,2011-03-17T09:03:00.000
Send Invoice,487,Esmeralda Clay,Send Invoice,Esmeralda Clay,Fluxicon Disco,Variant 2,2,2011-03-20T08:39:00.000,2011-03-20T08:39:00.000
Release Supplier's Invoice,487,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Fluxicon Disco,Variant 2,2,2011-03-20T23:01:00.000,2011-03-20T22:59:00.000
Authorize Supplier's Invoice payment,487,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Fluxicon Disco,Variant 2,2,2011-03-20T23:01:00.000,2011-03-20T23:01:00.000
Pay Invoice,487,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Fluxicon Disco,Variant 2,2,2011-03-21T00:18:00.000,2011-03-21T00:06:00.000
Create Purchase Requisition,489,Kim Passa,Create Purchase Requisition,Kim Passa,Fluxicon Disco,Variant 13,13,2011-03-11T15:39:00.000,2011-03-11T15:19:00.000
Analyze Purchase Requisition,489,Francis Odell,Analyze Purchase Requisition,Francis Odell,Fluxicon Disco,Variant 13,13,2011-03-12T14:27:00.000,2011-03-12T14:20:00.000
Create Request for Quotation,489,Francis Odell,Create Request for Quotation,Francis Odell,Fluxicon Disco,Variant 13,13,2011-03-12T14:34:00.000,2011-03-12T14:32:00.000
Analyze Request for Quotation,489,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 13,13,2011-03-31T17:24:00.000,2011-03-31T16:58:00.000
Amend Request for Quotation,489,Tesca Lobes,Amend Request for Quotation,Tesca Lobes,Fluxicon Disco,Variant 13,13,2011-03-31T18:25:00.000,2011-03-31T18:17:00.000
Analyze Request for Quotation,489,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 13,13,2011-05-13T10:23:00.000,2011-05-13T10:04:00.000
Amend Request for Quotation,489,Kim Passa,Amend Request for Quotation,Kim Passa,Fluxicon Disco,Variant 13,13,2011-05-13T11:27:00.000,2011-05-13T11:18:00.000
Analyze Request for Quotation,489,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 13,13,2011-05-15T10:29:00.000,2011-05-15T10:11:00.000
Send Request for Quotation to Supplier,489,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Fluxicon Disco,Variant 13,13,2011-05-15T21:58:00.000,2011-05-15T21:41:00.000
Create Quotation comparison Map,489,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Fluxicon Disco,Variant 13,13,2011-05-16T04:29:00.000,2011-05-15T22:38:00.000
Analyze Quotation Comparison Map,489,Kim Passa,Analyze Quotation Comparison Map,Kim Passa,Fluxicon Disco,Variant 13,13,2011-05-16T11:00:00.000,2011-05-16T10:54:00.000
Choose best option,489,Nico Ojenbeer,Choose best option,Nico Ojenbeer,Fluxicon Disco,Variant 13,13,2011-05-16T11:00:00.000,2011-05-16T11:00:00.000
Settle Conditions With Supplier,489,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Fluxicon Disco,Variant 13,13,2011-05-16T19:53:00.000,2011-05-16T12:44:00.000
Create Purchase Order,489,Karel de Groot,Create Purchase Order,Karel de Groot,Fluxicon Disco,Variant 13,13,2011-05-16T21:45:00.000,2011-05-16T21:36:00.000
Confirm Purchase Order,489,Karen Clarens,Confirm Purchase Order,Karen Clarens,Fluxicon Disco,Variant 13,13,2011-05-17T11:48:00.000,2011-05-17T11:23:00.000
Deliver Goods Services,489,Carmen Finacse,Deliver Goods Services,Carmen Finacse,Fluxicon Disco,Variant 13,13,2011-05-24T23:49:00.000,2011-05-23T06:05:00.000
Release Purchase Order,489,Clement Duchot,Release Purchase Order,Clement Duchot,Fluxicon Disco,Variant 13,13,2011-05-25T07:16:00.000,2011-05-25T07:15:00.000
Approve Purchase Order for payment,489,Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Fluxicon Disco,Variant 13,13,2011-05-26T03:30:00.000,2011-05-26T03:29:00.000
Send Invoice,489,Carmen Finacse,Send Invoice,Carmen Finacse,Fluxicon Disco,Variant 13,13,2011-05-28T08:35:00.000,2011-05-28T08:35:00.000
Release Supplier's Invoice,489,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Fluxicon Disco,Variant 13,13,2011-05-28T23:03:00.000,2011-05-28T22:58:00.000
Authorize Supplier's Invoice payment,489,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Fluxicon Disco,Variant 13,13,2011-05-28T23:03:00.000,2011-05-28T23:03:00.000
Pay Invoice,489,Pedro Alvares,Pay Invoice,Pedro Alvares,Fluxicon Disco,Variant 13,13,2011-05-28T23:36:00.000,2011-05-28T23:22:00.000
Create Purchase Requisition,49,Tesca Lobes,Create Purchase Requisition,Tesca Lobes,Fluxicon Disco,Variant 2,2,2011-01-06T16:12:00.000,2011-01-06T15:53:00.000
Create Request for Quotation,49,Elvira Lores,Create Request for Quotation,Elvira Lores,Fluxicon Disco,Variant 2,2,2011-01-07T00:40:00.000,2011-01-07T00:27:00.000
Analyze Request for Quotation,49,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 2,2,2011-01-07T02:59:00.000,2011-01-07T02:49:00.000
Send Request for Quotation to Supplier,49,Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Fluxicon Disco,Variant 2,2,2011-01-07T18:55:00.000,2011-01-07T18:33:00.000
Create Quotation comparison Map,49,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Fluxicon Disco,Variant 2,2,2011-01-08T20:53:00.000,2011-01-08T17:02:00.000
Analyze Quotation Comparison Map,49,Fjodor Kowalski,Analyze Quotation Comparison Map,Fjodor Kowalski,Fluxicon Disco,Variant 2,2,2011-01-09T03:38:00.000,2011-01-09T03:30:00.000
Choose best option,49,Anne Olwada,Choose best option,Anne Olwada,Fluxicon Disco,Variant 2,2,2011-01-09T03:38:00.000,2011-01-09T03:38:00.000
Settle Conditions With Supplier,49,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Fluxicon Disco,Variant 2,2,2011-01-09T12:38:00.000,2011-01-09T08:35:00.000
Create Purchase Order,49,Karel de Groot,Create Purchase Order,Karel de Groot,Fluxicon Disco,Variant 2,2,2011-01-09T14:49:00.000,2011-01-09T14:38:00.000
Confirm Purchase Order,49,Karen Clarens,Confirm Purchase Order,Karen Clarens,Fluxicon Disco,Variant 2,2,2011-01-10T07:03:00.000,2011-01-10T06:50:00.000
Deliver Goods Services,49,Carmen Finacse,Deliver Goods Services,Carmen Finacse,Fluxicon Disco,Variant 2,2,2011-01-11T06:12:00.000,2011-01-10T23:07:00.000
Release Purchase Order,49,Immanuel Karagianni,Release Purchase Order,Immanuel Karagianni,Fluxicon Disco,Variant 2,2,2011-01-11T13:19:00.000,2011-01-11T13:18:00.000
Approve Purchase Order for payment,49,Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Fluxicon Disco,Variant 2,2,2011-01-11T17:00:00.000,2011-01-11T16:59:00.000
Send Invoice,49,Karen Clarens,Send Invoice,Karen Clarens,Fluxicon Disco,Variant 2,2,2011-01-12T02:23:00.000,2011-01-12T02:23:00.000
Release Supplier's Invoice,49,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Fluxicon Disco,Variant 2,2,2011-01-12T16:47:00.000,2011-01-12T16:42:00.000
Authorize Supplier's Invoice payment,49,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Fluxicon Disco,Variant 2,2,2011-01-12T16:47:00.000,2011-01-12T16:47:00.000
Pay Invoice,49,Pedro Alvares,Pay Invoice,Pedro Alvares,Fluxicon Disco,Variant 2,2,2011-01-12T17:26:00.000,2011-01-12T17:13:00.000
Create Purchase Requisition,492,Tesca Lobes,Create Purchase Requisition,Tesca Lobes,Fluxicon Disco,Variant 38,38,2011-03-11T17:17:00.000,2011-03-11T16:56:00.000
Analyze Purchase Requisition,492,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Fluxicon Disco,Variant 38,38,2011-03-12T06:57:00.000,2011-03-12T06:53:00.000
Create Request for Quotation,492,Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,Fluxicon Disco,Variant 38,38,2011-03-12T07:05:00.000,2011-03-12T07:03:00.000
Analyze Request for Quotation,492,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 38,38,2011-03-14T01:50:00.000,2011-03-14T01:35:00.000
Amend Request for Quotation,492,Elvira Lores,Amend Request for Quotation,Elvira Lores,Fluxicon Disco,Variant 38,38,2011-03-14T02:43:00.000,2011-03-14T02:30:00.000
Analyze Request for Quotation,492,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 38,38,2011-03-14T13:34:00.000,2011-03-14T13:25:00.000
Send Request for Quotation to Supplier,492,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Fluxicon Disco,Variant 38,38,2011-03-14T15:00:00.000,2011-03-14T14:34:00.000
Create Quotation comparison Map,492,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Fluxicon Disco,Variant 38,38,2011-03-14T17:40:00.000,2011-03-14T15:49:00.000
Analyze Quotation Comparison Map,492,Elvira Lores,Analyze Quotation Comparison Map,Elvira Lores,Fluxicon Disco,Variant 38,38,2011-03-15T00:43:00.000,2011-03-15T00:20:00.000
Choose best option,492,Christian Francois,Choose best option,Christian Francois,Fluxicon Disco,Variant 38,38,2011-03-15T00:43:00.000,2011-03-15T00:43:00.000
Settle Conditions With Supplier,492,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Fluxicon Disco,Variant 38,38,2011-03-15T13:17:00.000,2011-03-15T09:16:00.000
Create Purchase Order,492,Karel de Groot,Create Purchase Order,Karel de Groot,Fluxicon Disco,Variant 38,38,2011-03-16T07:06:00.000,2011-03-16T06:57:00.000
Confirm Purchase Order,492,Kiu Kan,Confirm Purchase Order,Kiu Kan,Fluxicon Disco,Variant 38,38,2011-03-18T06:25:00.000,2011-03-18T05:59:00.000
Deliver Goods Services,492,Carmen Finacse,Deliver Goods Services,Carmen Finacse,Fluxicon Disco,Variant 38,38,2011-03-18T23:49:00.000,2011-03-18T17:34:00.000
Release Purchase Order,492,Tesca Lobes,Release Purchase Order,Tesca Lobes,Fluxicon Disco,Variant 38,38,2011-03-19T07:36:00.000,2011-03-19T07:35:00.000
Settle Dispute With Supplier,492,Magdalena Predutta,Settle Dispute With Supplier,Magdalena Predutta,Fluxicon Disco,Variant 38,38,2011-03-20T00:45:00.000,2011-03-19T15:05:00.000
Release Purchase Order,492,Tesca Lobes,Release Purchase Order,Tesca Lobes,Fluxicon Disco,Variant 38,38,2011-03-20T08:26:00.000,2011-03-20T08:25:00.000
Approve Purchase Order for payment,492,Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Fluxicon Disco,Variant 38,38,2011-03-20T15:55:00.000,2011-03-20T15:54:00.000
Send Invoice,492,Karen Clarens,Send Invoice,Karen Clarens,Fluxicon Disco,Variant 38,38,2011-03-25T18:37:00.000,2011-03-25T18:37:00.000
Release Supplier's Invoice,492,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Fluxicon Disco,Variant 38,38,2011-03-26T08:57:00.000,2011-03-26T08:54:00.000
Authorize Supplier's Invoice payment,492,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Fluxicon Disco,Variant 38,38,2011-03-26T08:57:00.000,2011-03-26T08:57:00.000
Pay Invoice,492,Pedro Alvares,Pay Invoice,Pedro Alvares,Fluxicon Disco,Variant 38,38,2011-03-26T10:09:00.000,2011-03-26T10:01:00.000
Create Purchase Requisition,497,Esmana Liubiata,Create Purchase Requisition,Esmana Liubiata,Fluxicon Disco,Variant 1,1,2011-03-12T02:23:00.000,2011-03-12T01:37:00.000
Analyze Purchase Requisition,497,Heinz Gutschmidt,Analyze Purchase Requisition,Heinz Gutschmidt,Fluxicon Disco,Variant 1,1,2011-03-12T19:56:00.000,2011-03-12T19:50:00.000
Create Request for Quotation,497,Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,Fluxicon Disco,Variant 1,1,2011-03-12T20:06:00.000,2011-03-12T20:04:00.000
Analyze Request for Quotation,497,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 1,1,2011-03-14T04:35:00.000,2011-03-14T04:04:00.000
Send Request for Quotation to Supplier,497,Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,Fluxicon Disco,Variant 1,1,2011-03-14T15:33:00.000,2011-03-14T15:08:00.000
Create Quotation comparison Map,497,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Fluxicon Disco,Variant 1,1,2011-03-14T18:27:00.000,2011-03-14T17:04:00.000
Analyze Quotation Comparison Map,497,Kim Passa,Analyze Quotation Comparison Map,Kim Passa,Fluxicon Disco,Variant 1,1,2011-03-15T01:05:00.000,2011-03-15T00:52:00.000
Choose best option,497,Miu Hanwan,Choose best option,Miu Hanwan,Fluxicon Disco,Variant 1,1,2011-03-15T01:05:00.000,2011-03-15T01:05:00.000
Settle Conditions With Supplier,497,Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Fluxicon Disco,Variant 1,1,2011-03-16T19:51:00.000,2011-03-16T15:39:00.000
Create Purchase Order,497,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Fluxicon Disco,Variant 1,1,2011-03-17T04:01:00.000,2011-03-17T03:49:00.000
Confirm Purchase Order,497,Kiu Kan,Confirm Purchase Order,Kiu Kan,Fluxicon Disco,Variant 1,1,2011-03-18T00:24:00.000,2011-03-18T00:19:00.000
Deliver Goods Services,497,Kiu Kan,Deliver Goods Services,Kiu Kan,Fluxicon Disco,Variant 1,1,2011-03-20T04:43:00.000,2011-03-19T14:39:00.000
Release Purchase Order,497,Alberto Duport,Release Purchase Order,Alberto Duport,Fluxicon Disco,Variant 1,1,2011-03-20T12:31:00.000,2011-03-20T12:30:00.000
Approve Purchase Order for payment,497,Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Fluxicon Disco,Variant 1,1,2011-03-20T20:24:00.000,2011-03-20T20:23:00.000
Send Invoice,497,Karen Clarens,Send Invoice,Karen Clarens,Fluxicon Disco,Variant 1,1,2011-03-25T18:37:00.000,2011-03-25T18:37:00.000
Release Supplier's Invoice,497,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Fluxicon Disco,Variant 1,1,2011-03-26T08:55:00.000,2011-03-26T08:53:00.000
Authorize Supplier's Invoice payment,497,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Fluxicon Disco,Variant 1,1,2011-03-26T08:55:00.000,2011-03-26T08:55:00.000
Pay Invoice,497,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Fluxicon Disco,Variant 1,1,2011-03-26T10:03:00.000,2011-03-26T09:53:00.000
Create Purchase Requisition,5,Esmana Liubiata,Create Purchase Requisition,Esmana Liubiata,Fluxicon Disco,Variant 37,37,2011-01-01T16:35:00.000,2011-01-01T15:49:00.000
Analyze Purchase Requisition,5,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Fluxicon Disco,Variant 37,37,2011-01-02T07:57:00.000,2011-01-02T07:50:00.000
Create Request for Quotation,5,Maris Freeman,Create Request for Quotation,Maris Freeman,Fluxicon Disco,Variant 37,37,2011-01-02T08:06:00.000,2011-01-02T08:05:00.000
Analyze Request for Quotation,5,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 37,37,2011-01-02T09:27:00.000,2011-01-02T09:02:00.000
Amend Request for Quotation,5,Anne Olwada,Amend Request for Quotation,Anne Olwada,Fluxicon Disco,Variant 37,37,2011-01-02T10:33:00.000,2011-01-02T10:21:00.000
Analyze Request for Quotation,5,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 37,37,2011-01-02T15:42:00.000,2011-01-02T15:08:00.000
Send Request for Quotation to Supplier,5,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Fluxicon Disco,Variant 37,37,2011-01-03T01:21:00.000,2011-01-03T00:49:00.000
Create Quotation comparison Map,5,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Fluxicon Disco,Variant 37,37,2011-01-03T02:14:00.000,2011-01-03T01:36:00.000
Analyze Quotation Comparison Map,5,Anne Olwada,Analyze Quotation Comparison Map,Anne Olwada,Fluxicon Disco,Variant 37,37,2011-01-03T09:30:00.000,2011-01-03T09:18:00.000
Choose best option,5,Nico Ojenbeer,Choose best option,Nico Ojenbeer,Fluxicon Disco,Variant 37,37,2011-01-03T09:30:00.000,2011-01-03T09:30:00.000
Settle Conditions With Supplier,5,Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Fluxicon Disco,Variant 37,37,2011-01-04T01:12:00.000,2011-01-03T19:18:00.000
Create Purchase Order,5,Karel de Groot,Create Purchase Order,Karel de Groot,Fluxicon Disco,Variant 37,37,2011-01-04T03:09:00.000,2011-01-04T03:01:00.000
Confirm Purchase Order,5,Karen Clarens,Confirm Purchase Order,Karen Clarens,Fluxicon Disco,Variant 37,37,2011-01-04T07:24:00.000,2011-01-04T07:02:00.000
Deliver Goods Services,5,Kiu Kan,Deliver Goods Services,Kiu Kan,Fluxicon Disco,Variant 37,37,2011-01-05T10:37:00.000,2011-01-04T15:08:00.000
Release Purchase Order,5,Anna Kaufmann,Release Purchase Order,Anna Kaufmann,Fluxicon Disco,Variant 37,37,2011-01-05T18:14:00.000,2011-01-05T18:13:00.000
Approve Purchase Order for payment,5,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Fluxicon Disco,Variant 37,37,2011-01-06T08:42:00.000,2011-01-06T08:41:00.000
Send Invoice,5,Esmeralda Clay,Send Invoice,Esmeralda Clay,Fluxicon Disco,Variant 37,37,2011-01-06T14:23:00.000,2011-01-06T14:23:00.000
Authorize Supplier's Invoice payment,5,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Fluxicon Disco,Variant 37,37,2011-01-07T04:47:00.000,2011-01-07T04:47:00.000
Pay Invoice,5,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Fluxicon Disco,Variant 37,37,2011-01-07T05:04:00.000,2011-01-07T04:55:00.000
Create Purchase Requisition,50,Esmana Liubiata,Create Purchase Requisition,Esmana Liubiata,Fluxicon Disco,Variant 2,2,2011-01-06T19:05:00.000,2011-01-06T18:38:00.000
Create Request for Quotation,50,Penn Osterwalder,Create Request for Quotation,Penn Osterwalder,Fluxicon Disco,Variant 2,2,2011-01-06T21:50:00.000,2011-01-06T21:44:00.000
